,data_type_code,time_slot_id,seasonally_adj,category_code,cell_value,time
2589,E_MPCSM,725,yes,442299,0.7,2010-05
2590,MPCIM,725,no,4423X,1.5,2010-05
2591,IM,725,no,4423X,26531,2010-05
2592,IR,725,no,4423X,1.82,2010-05
2593,SM,725,no,4423X,14545,2010-05
2594,MPCSM,725,no,4423X,4.7,2010-05
2595,E_SM,725,no,4423X,1.7,2010-05
2596,E_IR,725,no,4423X,0.03,2010-05
2597,E_MPCIM,725,no,4423X,0.2,2010-05
2598,E_MPCSM,725,no,4423X,0.3,2010-05
2599,E_IM,725,no,4423X,1.9,2010-05
2600,IM,725,yes,4423X,27295,2010-05
2601,IR,725,yes,4423X,1.76,2010-05
2602,SM,725,yes,4423X,15483,2010-05
2603,MPCSM,725,yes,4423X,0.5,2010-05
2604,MPCIM,725,yes,4423X,1.6,2010-05
2605,E_SM,725,yes,4423X,1.7,2010-05
2606,E_IR,725,yes,4423X,0.03,2010-05
2607,E_MPCIM,725,yes,4423X,0.2,2010-05
2608,E_MPCSM,725,yes,4423X,0.3,2010-05
2609,E_IM,725,yes,4423X,1.9,2010-05
2610,SM,725,no,443,7613,2010-05
2611,MPCSM,725,no,443,6.3,2010-05
2612,E_SM,725,no,443,1.4,2010-05
2613,E_MPCSM,725,no,443,0.3,2010-05
2614,SM,725,yes,443,8366,2010-05
2615,MPCSM,725,yes,443,0.9,2010-05
2616,E_SM,725,yes,443,1.4,2010-05
2617,E_MPCSM,725,yes,443,0.3,2010-05
2618,MPCSM,725,no,44311,8.5,2010-05
2619,SM,725,no,44311,5553,2010-05
2620,E_SM,725,no,44311,1.6,2010-05
2621,E_MPCSM,725,no,44311,0.4,2010-05
2622,E_SM,725,yes,44311,1.6,2010-05
2623,E_MPCSM,725,yes,44311,0.4,2010-05
2624,MPCSM,725,no,443111,9.6,2010-05
2625,SM,725,no,443111,1365,2010-05
2626,E_SM,725,no,443111,3.7,2010-05
2627,E_MPCSM,725,no,443111,1.0,2010-05
2628,E_SM,725,yes,443111,3.7,2010-05
2629,E_MPCSM,725,yes,443111,1.0,2010-05
2630,MPCSM,725,no,443112,8.1,2010-05
2631,SM,725,no,443112,4188,2010-05
2632,E_SM,725,no,443112,2.3,2010-05
2633,E_MPCSM,725,no,443112,0.5,2010-05
2634,E_SM,725,yes,443112,2.3,2010-05
2635,E_MPCSM,725,yes,443112,0.5,2010-05
2636,MPCSM,725,no,44312,0.1,2010-05
2637,SM,725,no,44312,1659,2010-05
2638,E_SM,725,no,44312,3.5,2010-05
2639,E_MPCSM,725,no,44312,0.5,2010-05
2640,SM,725,yes,44312,1885,2010-05
2641,MPCSM,725,yes,44312,1.5,2010-05
2642,E_SM,725,yes,44312,3.5,2010-05
2643,E_MPCSM,725,yes,44312,0.5,2010-05
2644,SM,725,no,443141,1365,2010-05
2645,MPCSM,725,no,443141,9.6,2010-05
2646,E_SM,725,no,443141,3.7,2010-05
2647,E_MPCSM,725,no,443141,1.0,2010-05
2648,E_SM,725,yes,443141,3.7,2010-05
2649,E_MPCSM,725,yes,443141,1.0,2010-05
2650,SM,725,no,443142,6248,2010-05
2651,MPCSM,725,no,443142,5.6,2010-05
2652,MPCSM,725,no,444,-1.7,2010-05
2653,MPCIM,725,no,444,-1.4,2010-05
2654,IR,725,no,444,1.72,2010-05
2655,IM,725,no,444,45146,2010-05
2656,SM,725,no,444,26238,2010-05
2657,E_SM,725,no,444,2.7,2010-05
2658,E_IR,725,no,444,0.04,2010-05
2659,E_MPCIM,725,no,444,0.5,2010-05
2660,E_MPCSM,725,no,444,0.8,2010-05
2661,E_IM,725,no,444,2.4,2010-05
2662,IR,725,yes,444,1.99,2010-05
2663,IM,725,yes,444,43326,2010-05
2664,SM,725,yes,444,21742,2010-05
2665,MPCIM,725,yes,444,1.0,2010-05
2666,MPCSM,725,yes,444,-7.6,2010-05
2667,E_SM,725,yes,444,2.7,2010-05
2668,E_IR,725,yes,444,0.04,2010-05
2669,E_MPCIM,725,yes,444,0.5,2010-05
2670,E_MPCSM,725,yes,444,0.8,2010-05
2671,E_IM,725,yes,444,2.4,2010-05
2672,MPCSM,725,no,4441,0.5,2010-05
2673,SM,725,no,4441,21871,2010-05
2674,E_SM,725,no,4441,1.9,2010-05
2675,E_MPCSM,725,no,4441,0.4,2010-05
2676,MPCSM,725,yes,4441,-5.1,2010-05
2677,SM,725,yes,4441,19051,2010-05
2678,E_SM,725,yes,4441,1.9,2010-05
2679,E_MPCSM,725,yes,4441,0.4,2010-05
2680,MPCSM,725,no,44412,3.4,2010-05
2681,SM,725,no,44412,727,2010-05
2682,E_SM,725,no,44412,5.2,2010-05
2683,E_MPCSM,725,no,44412,0.9,2010-05
2684,E_SM,725,yes,44412,5.2,2010-05
2685,E_MPCSM,725,yes,44412,0.9,2010-05
2686,SM,725,no,44413,1825,2010-05
2687,MPCSM,725,no,44413,5.5,2010-05
2688,E_SM,725,no,44413,8.5,2010-05
2689,E_MPCSM,725,no,44413,1.2,2010-05
2690,E_SM,725,yes,44413,8.5,2010-05
2691,E_MPCSM,725,yes,44413,1.2,2010-05
2692,MPCSM,725,no,445,5.5,2010-05
2693,MPCIM,725,no,445,0.3,2010-05
2694,IR,725,no,445,0.75,2010-05
2695,SM,725,no,445,49655,2010-05
2696,IM,725,no,445,37449,2010-05
2697,E_SM,725,no,445,1.1,2010-05
2698,E_IR,725,no,445,0.01,2010-05
2699,E_MPCIM,725,no,445,0.1,2010-05
2700,E_MPCSM,725,no,445,0.2,2010-05
2701,E_IM,725,no,445,1.0,2010-05
2702,IR,725,yes,445,0.78,2010-05
2703,MPCSM,725,yes,445,0.0,2010-05
2704,IM,725,yes,445,37820,2010-05
2705,SM,725,yes,445,48202,2010-05
2706,MPCIM,725,yes,445,-0.2,2010-05
2707,E_SM,725,yes,445,1.1,2010-05
2708,E_IR,725,yes,445,0.01,2010-05
2709,E_MPCIM,725,yes,445,0.1,2010-05
2710,E_MPCSM,725,yes,445,0.2,2010-05
2711,E_IM,725,yes,445,1.0,2010-05
2712,MPCSM,725,no,4451,5.6,2010-05
2713,SM,725,no,4451,44607,2010-05
2714,E_SM,725,no,4451,1.1,2010-05
2715,E_MPCSM,725,no,4451,0.2,2010-05
2716,MPCSM,725,yes,4451,0.2,2010-05
2717,SM,725,yes,4451,43266,2010-05
2718,E_SM,725,yes,4451,1.1,2010-05
2719,E_MPCSM,725,yes,4451,0.2,2010-05
2720,MPCSM,725,no,44511,5.7,2010-05
2721,SM,725,no,44511,42658,2010-05
2722,E_SM,725,no,44511,1.0,2010-05
2723,E_MPCSM,725,no,44511,0.2,2010-05
2724,E_SM,725,yes,44511,1.0,2010-05
2725,E_MPCSM,725,yes,44511,0.2,2010-05
2726,MPCSM,725,no,4453,4.7,2010-05
2727,SM,725,no,4453,3467,2010-05
2728,E_SM,725,no,4453,2.0,2010-05
2729,E_MPCSM,725,no,4453,0.7,2010-05
2730,SM,725,yes,4453,3423,2010-05
2731,MPCSM,725,yes,4453,-1.7,2010-05
2732,E_SM,725,yes,4453,2.0,2010-05
2733,E_MPCSM,725,yes,4453,0.7,2010-05
2734,MPCSM,725,no,446,-0.6,2010-05
2735,SM,725,no,446,21335,2010-05
2736,E_SM,725,no,446,1.8,2010-05
2737,E_MPCSM,725,no,446,0.3,2010-05
2738,SM,725,yes,446,21378,2010-05
2739,MPCSM,725,yes,446,-0.5,2010-05
2740,E_SM,725,yes,446,1.8,2010-05
2741,E_MPCSM,725,yes,446,0.3,2010-05
2742,MPCSM,725,no,44611,-0.2,2010-05
2743,SM,725,no,44611,18295,2010-05
2744,E_SM,725,no,44611,1.8,2010-05
2745,E_MPCSM,725,no,44611,0.3,2010-05
2746,SM,725,yes,44611,18313,2010-05
2747,MPCSM,725,yes,44611,-0.2,2010-05
2748,E_SM,725,yes,44611,1.8,2010-05
2749,E_MPCSM,725,yes,44611,0.3,2010-05
2750,MPCSM,725,no,447,2.3,2010-05
2751,SM,725,no,447,39168,2010-05
2752,E_SM,725,no,447,2.5,2010-05
2753,E_MPCSM,725,no,447,0.3,2010-05
2754,SM,725,yes,447,36537,2010-05
2755,MPCSM,725,yes,447,-1.7,2010-05
2756,E_SM,725,yes,447,2.5,2010-05
2757,E_MPCSM,725,yes,447,0.3,2010-05
2758,MPCSM,725,no,448,4.0,2010-05
2759,MPCIM,725,no,448,0.1,2010-05
2760,IM,725,no,448,39611,2010-05
2761,IR,725,no,448,2.23,2010-05
2762,SM,725,no,448,17727,2010-05
2763,E_SM,725,no,448,2.4,2010-05
2764,E_IR,725,no,448,0.05,2010-05
2765,E_MPCIM,725,no,448,0.3,2010-05
2766,E_MPCSM,725,no,448,0.5,2010-05
2767,E_IM,725,no,448,2.4,2010-05
2768,IM,725,yes,448,40963,2010-05
2769,IR,725,yes,448,2.33,2010-05
2770,SM,725,yes,448,17612,2010-05
2771,MPCSM,725,yes,448,-0.7,2010-05
2772,MPCIM,725,yes,448,0.6,2010-05
2773,E_SM,725,yes,448,2.4,2010-05
2774,E_IR,725,yes,448,0.05,2010-05
2775,E_MPCIM,725,yes,448,0.3,2010-05
2776,E_MPCSM,725,yes,448,0.5,2010-05
2777,E_IM,725,yes,448,2.4,2010-05
2778,MPCSM,725,no,4481,1.7,2010-05
2779,SM,725,no,4481,13124,2010-05
2780,E_SM,725,no,4481,3.3,2010-05
2781,E_MPCSM,725,no,4481,0.6,2010-05
2782,MPCSM,725,yes,4481,-0.7,2010-05
2783,SM,725,yes,4481,13107,2010-05
2784,E_SM,725,yes,4481,3.3,2010-05
2785,E_MPCSM,725,yes,4481,0.6,2010-05
2786,SM,725,no,44811,627,2010-05
2787,MPCSM,725,no,44811,-0.5,2010-05
2788,E_SM,725,no,44811,3.0,2010-05
2789,E_MPCSM,725,no,44811,0.9,2010-05
2790,MPCSM,725,yes,44811,-1.1,2010-05
2791,SM,725,yes,44811,602,2010-05
2792,E_SM,725,yes,44811,3.0,2010-05
2793,E_MPCSM,725,yes,44811,0.9,2010-05
2794,MPCSM,725,no,44812,-0.8,2010-05
2795,SM,725,no,44812,3308,2010-05
2796,E_SM,725,no,44812,1.3,2010-05
2797,E_MPCSM,725,no,44812,0.3,2010-05
2798,SM,725,yes,44812,3100,2010-05
2799,MPCSM,725,yes,44812,-0.9,2010-05
2800,E_SM,725,yes,44812,1.3,2010-05
2801,E_MPCSM,725,yes,44812,0.3,2010-05
2802,MPCSM,725,no,44814,2.2,2010-05
2803,SM,725,no,44814,6875,2010-05
2804,E_SM,725,no,44814,5.1,2010-05
2805,E_MPCSM,725,no,44814,0.2,2010-05
2806,E_SM,725,yes,44814,5.1,2010-05
2807,E_MPCSM,725,yes,44814,0.2,2010-05
2808,MPCSM,725,no,44819,5.7,2010-05
2809,SM,725,no,44819,991,2010-05
2810,E_SM,725,no,44819,8.3,2010-05
2811,E_MPCSM,725,no,44819,1.3,2010-05
2812,E_SM,725,yes,44819,8.3,2010-05
2813,E_MPCSM,725,yes,44819,1.3,2010-05
2814,MPCSM,725,no,4482,-0.3,2010-05
2815,SM,725,no,4482,2216,2010-05
2816,E_SM,725,no,4482,2.8,2010-05
2817,E_MPCSM,725,no,4482,0.5,2010-05
2818,SM,725,yes,4482,2245,2010-05
2819,MPCSM,725,yes,4482,0.1,2010-05
2820,E_SM,725,yes,4482,2.8,2010-05
2821,E_MPCSM,725,yes,4482,0.5,2010-05
2822,MPCSM,725,no,44831,25.1,2010-05
2823,SM,725,no,44831,2245,2010-05
2824,E_SM,725,no,44831,5.1,2010-05
2825,E_MPCSM,725,no,44831,2.3,2010-05
2826,SM,725,yes,44831,2118,2010-05
2827,MPCSM,725,yes,44831,-1.2,2010-05
2828,E_SM,725,yes,44831,5.1,2010-05
2829,E_MPCSM,725,yes,44831,2.3,2010-05
2830,SM,725,no,44W72,261194,2010-05
2831,MPCSM,725,no,44W72,3.0,2010-05
2832,MPCSM,725,yes,44W72,-0.9,2010-05
2833,SM,725,yes,44W72,255861,2010-05
2834,MPCSM,725,no,44X72,2.6,2010-05
2835,SM,725,no,44X72,365605,2010-05
2836,E_SM,725,no,44X72,0.6,2010-05
2837,E_MPCSM,725,no,44X72,0.1,2010-05
2838,MPCSM,725,yes,44X72,-0.9,2010-05
2839,SM,725,yes,44X72,354015,2010-05
2840,E_SM,725,yes,44X72,0.6,2010-05
2841,E_MPCSM,725,yes,44X72,0.1,2010-05
2842,MPCSM,725,no,44Y72,2.9,2010-05
2843,SM,725,no,44Y72,300362,2010-05
2844,E_SM,725,no,44Y72,0.5,2010-05
2845,E_MPCSM,725,no,44Y72,0.1,2010-05
2846,MPCSM,725,yes,44Y72,-1.0,2010-05
2847,SM,725,yes,44Y72,292398,2010-05
2848,E_SM,725,yes,44Y72,0.5,2010-05
2849,E_MPCSM,725,yes,44Y72,0.1,2010-05
2850,SM,725,no,44Z72,326437,2010-05
2851,MPCSM,725,no,44Z72,2.6,2010-05
2852,MPCSM,725,yes,44Z72,-0.8,2010-05
2853,SM,725,yes,44Z72,317478,2010-05
2854,SM,725,no,451,5885,2010-05
2855,MPCSM,725,no,451,4.0,2010-05
2856,E_MPCSM,725,no,451,0.9,2010-05
2857,E_SM,725,no,451,2.9,2010-05
2858,SM,725,yes,451,6460,2010-05
2859,MPCSM,725,yes,451,0.2,2010-05
2860,E_SM,725,yes,451,2.9,2010-05
2861,E_MPCSM,725,yes,451,0.9,2010-05
2862,MPCSM,725,no,45111,2.6,2010-05
2863,SM,725,no,45111,3078,2010-05
2864,E_MPCSM,725,no,45111,1.2,2010-05
2865,E_SM,725,no,45111,5.1,2010-05
2866,E_MPCSM,725,yes,45111,1.2,2010-05
2867,E_SM,725,yes,45111,5.1,2010-05
2868,MPCSM,725,no,45112,-2.7,2010-05
2869,SM,725,no,45112,1036,2010-05
2870,E_MPCSM,725,no,45112,0.9,2010-05
2871,E_SM,725,no,45112,8.3,2010-05
2872,E_MPCSM,725,yes,45112,0.9,2010-05
2873,E_SM,725,yes,45112,8.3,2010-05
2874,MPCSM,725,no,451211,18.3,2010-05
2875,SM,725,no,451211,1015,2010-05
2876,E_MPCSM,725,no,451211,1.6,2010-05
2877,E_SM,725,no,451211,4.2,2010-05
2878,E_MPCSM,725,yes,451211,1.6,2010-05
2879,E_SM,725,yes,451211,4.2,2010-05
2880,MPCSM,725,no,452,5.7,2010-05
2881,IR,725,no,452,1.35,2010-05
2882,MPCIM,725,no,452,-1.5,2010-05
2883,SM,725,no,452,50474,2010-05
2884,IM,725,no,452,68028,2010-05
2885,E_IR,725,no,452,0.00,2010-05
2886,E_MPCIM,725,no,452,0.0,2010-05
2887,E_MPCSM,725,no,452,0.1,2010-05
2888,E_IM,725,no,452,0.3,2010-05
2889,E_SM,725,no,452,0.3,2010-05
2890,MPCIM,725,yes,452,-0.2,2010-05
2891,IR,725,yes,452,1.42,2010-05
2892,SM,725,yes,452,49927,2010-05
2893,MPCSM,725,yes,452,-1.1,2010-05
2894,IM,725,yes,452,70670,2010-05
2895,E_IR,725,yes,452,0.00,2010-05
2896,E_MPCIM,725,yes,452,0.0,2010-05
2897,E_MPCSM,725,yes,452,0.1,2010-05
2898,E_IM,725,yes,452,0.3,2010-05
2899,E_SM,725,yes,452,0.3,2010-05
2900,MPCSM,725,no,452111E,-0.4,2010-05
2901,SM,725,no,452111E,5133,2010-05
2902,E_MPCSM,725,no,452111E,0.0,2010-05
2903,E_SM,725,no,452111E,0.0,2010-05
2904,E_MPCSM,725,yes,452111E,0.0,2010-05
2905,E_SM,725,yes,452111E,0.0,2010-05
2906,MPCSM,725,no,452111I,-0.4,2010-05
2907,SM,725,no,452111I,5262,2010-05
2908,E_MPCSM,725,no,452111I,0.0,2010-05
2909,E_SM,725,no,452111I,0.0,2010-05
2910,E_MPCSM,725,yes,452111I,0.0,2010-05
2911,E_SM,725,yes,452111I,0.0,2010-05
2912,MPCSM,725,no,452112E,8.4,2010-05
2913,SM,725,no,452112E,9789,2010-05
2914,E_MPCSM,725,no,452112E,0.0,2010-05
2915,E_SM,725,no,452112E,0.0,2010-05
2916,E_MPCSM,725,yes,452112E,0.0,2010-05
2917,E_SM,725,yes,452112E,0.0,2010-05
2918,MPCSM,725,no,452112I,8.4,2010-05
2919,SM,725,no,452112I,9851,2010-05
2920,E_MPCSM,725,no,452112I,0.0,2010-05
2921,E_SM,725,no,452112I,0.0,2010-05
2922,E_MPCSM,725,yes,452112I,0.0,2010-05
2923,E_SM,725,yes,452112I,0.0,2010-05
2924,MPCSM,725,no,4521E,5.2,2010-05
2925,MPCIM,725,no,4521E,-2.2,2010-05
2926,SM,725,no,4521E,14922,2010-05
2927,IM,725,no,4521E,29256,2010-05
2928,IR,725,no,4521E,1.96,2010-05
2929,E_IR,725,no,4521E,0.00,2010-05
2930,E_MPCIM,725,no,4521E,0.0,2010-05
2931,E_MPCSM,725,no,4521E,0.0,2010-05
2932,E_IM,725,no,4521E,0.0,2010-05
2933,E_SM,725,no,4521E,0.0,2010-05
2934,IR,725,yes,4521E,2.00,2010-05
2935,SM,725,yes,4521E,15366,2010-05
2936,MPCSM,725,yes,4521E,-1.2,2010-05
2937,IM,725,yes,4521E,30699,2010-05
2938,MPCIM,725,yes,4521E,-0.7,2010-05
2939,E_IR,725,yes,4521E,0.00,2010-05
2940,E_MPCIM,725,yes,4521E,0.0,2010-05
2941,E_MPCSM,725,yes,4521E,0.0,2010-05
2942,E_IM,725,yes,4521E,0.0,2010-05
2943,E_SM,725,yes,4521E,0.0,2010-05
2944,SM,725,no,4521I,15113,2010-05
2945,MPCSM,725,no,4521I,5.1,2010-05
2946,E_MPCSM,725,no,4521I,0.0,2010-05
2947,E_SM,725,no,4521I,0.0,2010-05
2948,E_MPCSM,725,yes,4521I,0.0,2010-05
2949,E_SM,725,yes,4521I,0.0,2010-05
2950,MPCSM,725,no,4529,5.9,2010-05
2951,SM,725,no,4529,35552,2010-05
2952,E_MPCSM,725,no,4529,0.1,2010-05
2953,E_SM,725,no,4529,0.4,2010-05
2954,SM,725,yes,4529,34561,2010-05
2955,MPCSM,725,yes,4529,-1.1,2010-05
2956,E_MPCSM,725,yes,4529,0.1,2010-05
2957,E_SM,725,yes,4529,0.4,2010-05
2958,MPCSM,725,no,45291,6.5,2010-05
2959,SM,725,no,45291,31271,2010-05
2960,E_MPCSM,725,no,45291,0.0,2010-05
2961,E_SM,725,no,45291,0.0,2010-05
2962,SM,725,yes,45291,30360,2010-05
2963,MPCSM,725,yes,45291,-0.8,2010-05
2964,E_MPCSM,725,yes,45291,0.0,2010-05
2965,E_SM,725,yes,45291,0.0,2010-05
2966,MPCSM,725,no,45299,1.5,2010-05
2967,SM,725,no,45299,4281,2010-05
2968,E_MPCSM,725,no,45299,0.6,2010-05
2969,E_SM,725,no,45299,3.3,2010-05
2970,MPCSM,725,yes,45299,-3.2,2010-05
2971,SM,725,yes,45299,4201,2010-05
2972,E_MPCSM,725,yes,45299,0.6,2010-05
2973,E_SM,725,yes,45299,3.3,2010-05
2974,MPCSM,725,no,453,9.7,2010-05
2975,SM,725,no,453,9048,2010-05
2976,E_MPCSM,725,no,453,1.1,2010-05
2977,E_SM,725,no,453,2.2,2010-05
2978,MPCSM,725,yes,453,0.6,2010-05
2979,SM,725,yes,453,8623,2010-05
2980,E_MPCSM,725,yes,453,1.1,2010-05
2981,E_SM,725,yes,453,2.2,2010-05
2982,MPCSM,725,no,4532,4.3,2010-05
2983,SM,725,no,4532,2673,2010-05
2984,E_MPCSM,725,no,4532,0.7,2010-05
2985,E_SM,725,no,4532,2.4,2010-05
2986,E_MPCSM,725,yes,4532,0.7,2010-05
2987,E_SM,725,yes,4532,2.4,2010-05
2988,SM,725,no,45321,1411,2010-05
2989,MPCSM,725,no,45321,-4.7,2010-05
2990,E_MPCSM,725,no,45321,0.5,2010-05
2991,E_SM,725,no,45321,3.6,2010-05
2992,E_MPCSM,725,yes,45321,0.5,2010-05
2993,E_SM,725,yes,45321,3.6,2010-05
2994,MPCSM,725,no,45322,16.6,2010-05
2995,SM,725,no,45322,1262,2010-05
2996,E_MPCSM,725,no,45322,1.3,2010-05
2997,E_SM,725,no,45322,4.6,2010-05
2998,E_MPCSM,725,yes,45322,1.3,2010-05
2999,E_SM,725,yes,45322,4.6,2010-05
3000,SM,725,no,45330,997,2010-05
3001,MPCSM,725,no,45330,3.4,2010-05
3002,E_MPCSM,725,no,45330,5.6,2010-05
3003,E_SM,725,no,45330,10.7,2010-05
3004,E_MPCSM,725,yes,45330,5.6,2010-05
3005,E_SM,725,yes,45330,10.7,2010-05
3006,MPCSM,725,no,454,-3.7,2010-05
3007,SM,725,no,454,25502,2010-05
3008,E_MPCSM,725,no,454,0.3,2010-05
3009,E_SM,725,no,454,1.8,2010-05
3010,SM,725,yes,454,27775,2010-05
3011,MPCSM,725,yes,454,0.1,2010-05
3012,E_MPCSM,725,yes,454,0.3,2010-05
3013,E_SM,725,yes,454,1.8,2010-05
3014,MPCSM,725,no,4541,-1.8,2010-05
3015,SM,725,no,4541,20021,2010-05
3016,E_MPCSM,725,no,4541,0.2,2010-05
3017,E_SM,725,no,4541,1.9,2010-05
3018,SM,725,yes,4541,21459,2010-05
3019,MPCSM,725,yes,4541,0.0,2010-05
3020,E_MPCSM,725,yes,4541,0.2,2010-05
3021,E_SM,725,yes,4541,1.9,2010-05
3022,MPCSM,725,no,45431,-15.6,2010-05
3023,SM,725,no,45431,2074,2010-05
3024,E_MPCSM,725,no,45431,0.8,2010-05
3025,E_SM,725,no,45431,7.3,2010-05
3026,SM,725,yes,45431,2885,2010-05
3027,MPCSM,725,yes,45431,5.8,2010-05
3028,E_MPCSM,725,yes,45431,0.8,2010-05
3029,E_SM,725,yes,45431,7.3,2010-05
3030,MPCSM,725,no,722,3.5,2010-05
3031,SM,725,no,722,40785,2010-05
3032,E_MPCSM,725,no,722,0.4,2010-05
3033,E_SM,725,no,722,1.4,2010-05
3034,SM,725,yes,722,38659,2010-05
3035,MPCSM,725,yes,722,0.0,2010-05
3036,E_MPCSM,725,yes,722,0.4,2010-05
3037,E_SM,725,yes,722,1.4,2010-05
3038,MPCSM,725,no,7221,3.8,2010-05
3039,SM,725,no,7221,17621,2010-05
3040,E_MPCSM,725,no,7221,0.8,2010-05
3041,E_SM,725,no,7221,2.7,2010-05
3042,E_MPCSM,725,yes,7221,0.8,2010-05
3043,E_SM,725,yes,7221,2.7,2010-05
3044,MPCSM,725,no,7222,4.2,2010-05
3045,SM,725,no,7222,17531,2010-05
3046,E_MPCSM,725,no,7222,0.4,2010-05
3047,E_SM,725,no,7222,2.2,2010-05
3048,E_MPCSM,725,yes,7222,0.4,2010-05
3049,E_SM,725,yes,7222,2.2,2010-05
3050,MPCSM,725,no,7224,1.9,2010-05
3051,SM,725,no,7224,1690,2010-05
3052,E_MPCSM,725,no,7224,1.2,2010-05
3053,E_SM,725,no,7224,5.2,2010-05
3054,E_MPCSM,725,yes,7224,1.2,2010-05
3055,E_SM,725,yes,7224,5.2,2010-05
3056,SM,725,no,7225,35152,2010-05
3057,MPCSM,725,no,7225,4.0,2010-05
3058,SM,725,no,722511,17621,2010-05
3059,MPCSM,725,no,722511,3.8,2010-05
3060,E_SM,725,no,722511,2.7,2010-05
3061,E_MPCSM,725,no,722511,0.8,2010-05
3062,E_SM,725,yes,722511,2.7,2010-05
3063,E_MPCSM,725,yes,722511,0.8,2010-05
3064,SM,725,no,72251X,17531,2010-05
3065,MPCSM,725,no,72251X,4.2,2010-05
3066,E_SM,725,no,72251X,2.2,2010-05
3067,E_MPCSM,725,no,72251X,0.4,2010-05
3068,E_SM,725,yes,72251X,2.2,2010-05
3069,E_MPCSM,725,yes,72251X,0.4,2010-05
3070,MPCIM,726,no,44000,0.7,2010-06
3071,IR,726,no,44000,1.36,2010-06
3072,MPCSM,726,no,44000,-1.7,2010-06
3073,IM,726,no,44000,434231,2010-06
3074,SM,726,no,44000,319183,2010-06
3075,E_IR,726,no,44000,0.01,2010-06
3076,E_MPCIM,726,no,44000,0.1,2010-06
3077,E_MPCSM,726,no,44000,0.2,2010-06
3078,E_IM,726,no,44000,0.9,2010-06
3079,E_SM,726,no,44000,0.6,2010-06
3080,MPCIM,726,yes,44000,1.1,2010-06
3081,IR,726,yes,44000,1.40,2010-06
3082,SM,726,yes,44000,315250,2010-06
3083,MPCSM,726,yes,44000,0.0,2010-06
3084,IM,726,yes,44000,440777,2010-06
3085,E_IR,726,yes,44000,0.01,2010-06
3086,E_MPCIM,726,yes,44000,0.1,2010-06
3087,E_MPCSM,726,yes,44000,0.2,2010-06
3088,E_IM,726,yes,44000,0.9,2010-06
3089,E_SM,726,yes,44000,0.6,2010-06
3090,MPCIM,726,no,4400A,-0.1,2010-06
3091,MPCSM,726,no,4400A,-2.0,2010-06
3092,IR,726,no,4400A,1.24,2010-06
3093,IM,726,no,4400A,314325,2010-06
3094,SM,726,no,4400A,254483,2010-06
3095,E_IR,726,no,4400A,0.01,2010-06
3096,E_MPCIM,726,no,4400A,0.0,2010-06
3097,E_MPCSM,726,no,4400A,0.1,2010-06
3098,E_IM,726,no,4400A,0.8,2010-06
3099,E_SM,726,no,4400A,0.6,2010-06
3100,IR,726,yes,4400A,1.27,2010-06
3101,SM,726,yes,4400A,253772,2010-06
3102,MPCSM,726,yes,4400A,0.0,2010-06
3103,MPCIM,726,yes,4400A,0.2,2010-06
3104,IM,726,yes,4400A,321095,2010-06
3105,E_IR,726,yes,4400A,0.01,2010-06
3106,E_MPCIM,726,yes,4400A,0.0,2010-06
3107,E_MPCSM,726,yes,4400A,0.1,2010-06
3108,E_IM,726,yes,4400A,0.8,2010-06
3109,E_SM,726,yes,4400A,0.6,2010-06
3110,MPCSM,726,no,4400C,-3.4,2010-06
3111,SM,726,no,4400C,88173,2010-06
3112,E_MPCSM,726,no,4400C,0.1,2010-06
3113,E_SM,726,no,4400C,0.7,2010-06
3114,SM,726,yes,4400C,92417,2010-06
3115,MPCSM,726,yes,4400C,0.1,2010-06
3116,E_MPCSM,726,yes,4400C,0.1,2010-06
3117,E_SM,726,yes,4400C,0.7,2010-06
3118,IR,726,no,441,1.85,2010-06
3119,IM,726,no,441,119906,2010-06
3120,SM,726,no,441,64700,2010-06
3121,MPCSM,726,no,441,-0.8,2010-06
3122,MPCIM,726,no,441,2.9,2010-06
3123,E_IR,726,no,441,0.02,2010-06
3124,E_MPCIM,726,no,441,0.4,2010-06
3125,E_MPCSM,726,no,441,0.7,2010-06
3126,E_IM,726,no,441,2.0,2010-06
3127,E_SM,726,no,441,2.0,2010-06
3128,IR,726,yes,441,1.95,2010-06
3129,IM,726,yes,441,119682,2010-06
3130,SM,726,yes,441,61478,2010-06
3131,MPCSM,726,yes,441,-0.2,2010-06
3132,MPCIM,726,yes,441,3.7,2010-06
3133,E_IR,726,yes,441,0.02,2010-06
3134,E_MPCIM,726,yes,441,0.4,2010-06
3135,E_MPCSM,726,yes,441,0.7,2010-06
3136,E_IM,726,yes,441,2.0,2010-06
3137,E_SM,726,yes,441,2.0,2010-06
3138,MPCSM,726,no,4411,-2.1,2010-06
3139,SM,726,no,4411,53074,2010-06
3140,E_MPCSM,726,no,4411,0.8,2010-06
3141,E_SM,726,no,4411,2.3,2010-06
3142,E_MPCSM,726,yes,4411,0.8,2010-06
3143,E_SM,726,yes,4411,2.3,2010-06
3144,MPCSM,726,no,44111,-3.0,2010-06
3145,SM,726,no,44111,46879,2010-06
3146,E_MPCSM,726,no,44111,0.9,2010-06
3147,E_SM,726,no,44111,2.6,2010-06
3148,E_MPCSM,726,yes,44111,0.9,2010-06
3149,E_SM,726,yes,44111,2.6,2010-06
3150,MPCSM,726,no,44112,5.8,2010-06
3151,SM,726,no,44112,6195,2010-06
3152,E_MPCSM,726,no,44112,1.2,2010-06
