month,year,amount,dt_unit,dt_code,dt_desc,cat_code,cat_desc,monthyear
Apr,2018,-2.6,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,18-Apr
May,2018,6.9,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,18-May
Jun,2018,-6,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,18-Jun
Jul,2018,4.2,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,18-Jul
Aug,2018,2.8,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,18-Aug
Sep,2018,-7.3,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,18-Sep
Oct,2018,11.1,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,18-Oct
Nov,2018,22.3,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,18-Nov
Dec,2018,5.3,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,18-Dec
Jan,2019,-23.2,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,19-Jan
Feb,2019,-6.5,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,19-Feb
Mar,2019,8.6,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,19-Mar
Apr,2019,4.1,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,19-Apr
May,2019,7.8,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,19-May
Jun,2019,-6.7,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,19-Jun
Jul,2019,7.1,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,19-Jul
Aug,2019,-1.1,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,19-Aug
Sep,2019,-5.6,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,19-Sep
Oct,2019,10.3,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,19-Oct
Nov,2019,10.7,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,19-Nov
Dec,2019,27.1,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,19-Dec
Jan,2020,-33.9,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,20-Jan
Feb,2020,-4.2,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,20-Feb
Mar,2020,15.9,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,20-Mar
Apr,2020,11.8,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,20-Apr
May,2020,8.6,PCT,MPCSM,Sales - Monthly Percent Change,4541,4541: Electronic Shopping and Mail-order Houses,20-May
Jan,2010,230542,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Jan
Feb,2010,227215,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Feb
Mar,2010,255997,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Mar
Apr,2010,253668,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Apr
May,2010,261194,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-May
Jun,2010,255696,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Jun
Jul,2010,255879,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Jul
Aug,2010,258012,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Aug
Sep,2010,247175,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Sep
Oct,2010,255343,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Oct
Nov,2010,269925,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Nov
Dec,2010,323060,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Dec
Jan,2011,239688,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Jan
Feb,2011,238070,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Feb
Mar,2011,267571,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Mar
Apr,2011,265380,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Apr
May,2011,274477,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-May
Jun,2011,270985,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Jun
Jul,2011,267304,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Jul
Aug,2011,274994,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Aug
Sep,2011,262626,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Sep
Oct,2011,268454,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Oct
Nov,2011,284276,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Nov
Dec,2011,338082,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Dec
Jan,2012,251510,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Jan
Feb,2012,259854,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Feb
Mar,2012,284595,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Mar
Apr,2012,271794,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Apr
May,2012,289614,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-May
Jun,2012,278538,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Jun
Jul,2012,274129,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Jul
Aug,2012,286999,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Aug
Sep,2012,267090,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Sep
Oct,2012,278116,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Oct
Nov,2012,296937,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Nov
Dec,2012,345301,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Dec
Jan,2013,264555,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Jan
Feb,2013,258853,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Feb
Mar,2013,290548,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Mar
Apr,2013,280488,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Apr
May,2013,301608,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-May
Jun,2013,284021,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Jun
Jul,2013,286996,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Jul
Aug,2013,297246,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Aug
Sep,2013,275115,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Sep
Oct,2013,290901,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Oct
Nov,2013,306476,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Nov
Dec,2013,356049,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Dec
Jan,2014,270532,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Jan
Feb,2014,264896,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Feb
Mar,2014,296360,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Mar
Apr,2014,296696,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Apr
May,2014,316016,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-May
Jun,2014,298553,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Jun
Jul,2014,302863,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Jul
Aug,2014,310070,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Aug
Sep,2014,292573,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Sep
Oct,2014,308686,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Oct
Nov,2014,319984,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Nov
Dec,2014,378786,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Dec
Jan,2015,287155,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",15-Jan
Feb,2015,276968,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",15-Feb
Mar,2015,312779,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",15-Mar
Apr,2015,308895,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",15-Apr
May,2015,326108,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",15-May
Jun,2015,313374,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",15-Jun
Jul,2015,318902,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",15-Jul
Aug,2015,319072,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",15-Aug
Sep,2015,305379,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",15-Sep
Oct,2015,319173,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",15-Oct
Nov,2015,329656,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",15-Nov
Dec,2015,393887,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",15-Dec
Jan,2016,291842,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",16-Jan
Feb,2016,297780,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",16-Feb
Mar,2016,328372,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",16-Mar
Apr,2016,320379,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",16-Apr
May,2016,334699,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",16-May
Jun,2016,328497,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",16-Jun
Jul,2016,324671,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",16-Jul
Aug,2016,331140,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",16-Aug
Sep,2016,317353,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",16-Sep
Oct,2016,323516,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",16-Oct
Nov,2016,343907,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",16-Nov
Dec,2016,404624,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",16-Dec
Jan,2017,303087,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",17-Jan
Feb,2017,297024,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",17-Feb
Mar,2017,340710,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",17-Mar
Apr,2017,332207,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",17-Apr
May,2017,351418,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",17-May
Jun,2017,342359,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",17-Jun
Jul,2017,336592,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",17-Jul
Aug,2017,347799,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",17-Aug
Sep,2017,331765,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",17-Sep
Oct,2017,340493,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",17-Oct
Nov,2017,366972,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",17-Nov
Dec,2017,422554,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",17-Dec
Jan,2018,320114,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",18-Jan
Feb,2018,311922,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",18-Feb
Mar,2018,360303,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",18-Mar
Apr,2018,342216,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",18-Apr
May,2018,375562,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",18-May
Jun,2018,359463,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",18-Jun
Jul,2018,358332,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",18-Jul
Aug,2018,368481,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",18-Aug
Sep,2018,340598,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",18-Sep
Oct,2018,361549,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",18-Oct
Nov,2018,385824,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",18-Nov
Dec,2018,422013,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",18-Dec
Jan,2019,335561,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",19-Jan
Feb,2019,320150,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",19-Feb
Mar,2019,364889,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",19-Mar
Apr,2019,363113,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",19-Apr
May,2019,389140,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",19-May
Jun,2019,369707,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",19-Jun
Jul,2019,377384,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",19-Jul
Aug,2019,385545,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",19-Aug
Sep,2019,354601,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",19-Sep
Oct,2019,378136,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",19-Oct
Nov,2019,393521,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",19-Nov
Dec,2019,447714,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",19-Dec
Jan,2020,349654,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",20-Jan
Feb,2020,345746,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",20-Feb
Mar,2020,365250,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",20-Mar
Apr,2020,314130,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",20-Apr
May,2020,367671,MLN$,SM,Sales - Monthly,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",20-May
Jan,2010,-25.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Jan
Feb,2010,-1.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Feb
Mar,2010,12.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Mar
Apr,2010,-0.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Apr
May,2010,3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-May
Jun,2010,-2.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Jun
Jul,2010,0.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Jul
Aug,2010,0.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Aug
Sep,2010,-4.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Sep
Oct,2010,3.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Oct
Nov,2010,5.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Nov
Dec,2010,19.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",10-Dec
Jan,2011,-25.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Jan
Feb,2011,-0.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Feb
Mar,2011,12.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Mar
Apr,2011,-0.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Apr
May,2011,3.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-May
Jun,2011,-1.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Jun
Jul,2011,-1.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Jul
Aug,2011,2.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Aug
Sep,2011,-4.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Sep
Oct,2011,2.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Oct
Nov,2011,5.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Nov
Dec,2011,18.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",11-Dec
Jan,2012,-25.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Jan
Feb,2012,3.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Feb
Mar,2012,9.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Mar
Apr,2012,-4.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Apr
May,2012,6.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-May
Jun,2012,-3.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Jun
Jul,2012,-1.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Jul
Aug,2012,4.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Aug
Sep,2012,-6.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Sep
Oct,2012,4.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Oct
Nov,2012,6.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Nov
Dec,2012,16.3,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",12-Dec
Jan,2013,-23.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Jan
Feb,2013,-2.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Feb
Mar,2013,12.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Mar
Apr,2013,-3.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Apr
May,2013,7.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-May
Jun,2013,-5.8,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Jun
Jul,2013,1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Jul
Aug,2013,3.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Aug
Sep,2013,-7.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Sep
Oct,2013,5.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Oct
Nov,2013,5.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Nov
Dec,2013,16.2,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",13-Dec
Jan,2014,-24,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Jan
Feb,2014,-2.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Feb
Mar,2014,11.9,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Mar
Apr,2014,0.1,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Apr
May,2014,6.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-May
Jun,2014,-5.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Jun
Jul,2014,1.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Jul
Aug,2014,2.4,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Aug
Sep,2014,-5.6,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Sep
Oct,2014,5.5,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Oct
Nov,2014,3.7,PCT,MPCSM,Sales - Monthly Percent Change,44W72,"44W72: Retail Trade and Food Services, ex Auto and Gas",14-Nov
